omega_UC,omega_DC,omega_I,alpha_b,rho,pi,epsilon,kappa,delta,sigma_h,sigmaHat_h,rho_C,sigma_y,sigma_l,sigma_w,sigmaHat_y,sigmaHat_l,sigmaHat_w,beta_hp,beta_ph,E50,eta_p,eta_h,zeta,xi,muAdmC,sigmaAdmC,muAdmI,sigmaAdmI,muTranC,sigmaTranC,muTranI,sigmaTranI
0.00023577492269934516,0.00023180337432172744,0.006269583681464507,2.3450359623208075e-05,0.3510164856284982,2.3778234451229445,0.005003863885015199,0.0010023196939343262,3.4668289410063225e-06,0.08333744655450187,0.6869885423967468,0.13294811784127855,0.006952401239297582,0.010420629827766975,6.6129241976282675e-06,0.041675034050602106,0.8000091966428182,0.04166944689698779,0.05212706090021804,0.05,1.000003429454623,0.0026305262618270676,0.005,0.2686307088319378,0.08453145625328401,0.25,0.27387293481124775,0.3025133702399569,0.8545419229135508,0.40627929113445427,0.5,0.4471707718219223,0.2045960273013558
0.00023577492269934516,0.00023205662288687176,0.00886443344855152,6.725182140356849e-05,0.3510164856284982,2.535593995973976,0.005003863885015199,0.0010023196939343262,4.878057535250698e-06,0.08333768076744552,0.7136419975311789,0.13294811784127855,0.006952401239297582,0.010419029720266112,6.6129241976282675e-06,0.041675034050602106,0.8000091966428182,0.04166944689698779,0.047214121822285925,0.04783799853702499,1.000003429454623,0.0031933888933372103,0.005,0.21871159152682995,0.08453145625328401,0.2385531873240442,0.27387293481124775,0.3025133702399569,0.8545419229135508,0.4442903699921929,0.5019710526892194,0.4471707718219223,0.168223774167365
0.00023577492269934516,0.00023216326755739388,0.006652420820115411,6.725182140356849e-05,0.3510164856284982,2.535593995973976,0.005003863885015199,0.0010023196939343262,4.878057535250698e-06,0.08333768076744552,0.7136419975311789,0.13294811784127855,0.006950621782652522,0.010420210004750368,6.6129241976282675e-06,0.041675034050602106,0.8000088405481638,0.041670910574904345,0.04879499278615287,0.04783799853702499,1.0000054889470285,0.0031933888933372103,0.007056150415498647,0.21871159152682995,0.08453145625328401,0.2385531873240442,0.0599363245825047,0.3025133702399569,0.8545419229135508,0.4442903699921929,0.5019710526892194,0.43640545868027003,0.042896435530745625
0.00023462836533569788,0.00023216326755739388,0.006264732279029165,6.725182140356849e-05,0.6622481836256482,2.535593995973976,0.0050017322558506055,0.0010013379760721959,6.576806639953628e-06,0.0833363192315989,0.7853405290987896,0.13294811784127855,0.006950621782652522,0.010420210004750368,6.545869162217648e-06,0.041675034050602106,0.8000070936261734,0.04167474365720066,0.05676212684460949,0.04783799853702499,1.000004019343152,0.0031933888933372103,0.007056150415498647,0.5200464452523731,0.08453145625328401,0.2385531873240442,0.23979718558527044,0.12923358789466421,0.8545419229135508,0.45831993573487956,0.5019710526892194,0.46008460611897867,0.01756913358576086
