error,omega_UC,omega_DC,omega_I,alpha_b,rho,pi,epsilon,kappa,delta,sigma_h,sigmaHat_h,rho_C,sigma_y,sigma_l,sigma_w,sigmaHat_y,sigmaHat_l,sigmaHat_w,beta_hp,beta_ph,E50,eta_p,eta_h,zeta,xi,admC,admI,admX_S,transC,transI,transX_S
743540.0084341259,0.000231481,0.000231481,0.008153640487093348,9.815513581138847e-05,0.02218889452337558,3.8620062254868297,0.005,0.001,0.0,0.083333333,0.4603271159801445,0.8647640945257444,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.024483325078748043,0.029958412742612173,1.0,0.004826660399641264,0.0030007664866399373,0.019237470471265342,0.1961336060293215,0.01,0.0,1.0,0.11,0.01,4.0
744972.9522133485,0.000231481,0.000231481,0.008834722083478862,4.5534384745576003e-05,0.2055238977059076,3.868443052761537,0.005,0.001,0.0,0.083333333,0.37157887316325394,0.9976409884610145,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.012010361248088542,0.08446099941497769,1.0,0.0025946030478781325,0.008208596420997267,0.8454132731423218,0.3752727479580208,0.01,0.0,1.0,0.11,0.01,4.0
753980.159323792,0.000231481,0.000231481,0.008347188859761434,8.60594509510493e-05,0.18932653498424645,1.1202179975287896,0.005,0.001,0.0,0.083333333,0.08975422168189273,0.5594093446142809,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.06857011000054336,0.04477699027907252,1.0,0.0053325693740566785,0.007221153531261015,0.5827921663644887,0.07803025147719445,0.01,0.0,1.0,0.11,0.01,4.0
757678.2699441414,0.000231481,0.000231481,0.004988696211998972,9.30381871239203e-05,0.4378631231214227,3.3491220079533144,0.005,0.001,0.0,0.083333333,0.7954463792270099,0.2867935500629075,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.02015219959541284,0.041979066114345966,1.0,0.008593276720504967,0.001635190694811025,0.8625455931041183,0.12205792052499387,0.01,0.0,1.0,0.11,0.01,4.0
762914.1540798604,0.000231481,0.000231481,0.009848568217629404,9.983083118924257e-05,0.9103766742024336,1.4468205786311024,0.005,0.001,0.0,0.083333333,0.0029991754964973087,0.4703236966196913,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.05325740757056531,0.06552660449493147,1.0,0.006116428729885529,0.00856100040751197,0.2256671285851556,0.6055019464461362,0.01,0.0,1.0,0.11,0.01,4.0
790421.9314194473,0.000231481,0.000231481,0.009690037600023549,2.2451396145184912e-05,0.8479172951629663,3.142237721171065,0.005,0.001,0.0,0.083333333,0.029706349780476593,0.4915220715684081,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.07059931946814482,0.044060226334332736,1.0,0.009024950097233682,0.000402694800261092,0.4241628114760713,0.7881723917680687,0.01,0.0,1.0,0.11,0.01,4.0
827119.6024692617,0.000231481,0.000231481,0.008361127981286697,5.6874113867801064e-05,0.18220705067466506,3.0291751647185863,0.005,0.001,0.0,0.083333333,0.2715644955811184,0.6497292732166086,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.06573951968799556,0.05057532817759472,1.0,0.0076107434497890624,0.000867621496865576,0.8755754975668334,0.829358184092818,0.01,0.0,1.0,0.11,0.01,4.0
836757.2065788195,0.000231481,0.000231481,0.008289409253874103,7.297573871387646e-05,0.7062177321345038,3.4763590520265435,0.005,0.001,0.0,0.083333333,0.8863446171121077,0.7410042028560742,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.09367888151096383,0.09360838819817482,1.0,0.006904801113289882,0.00575071924418385,0.28957444471777416,0.19691352166259668,0.01,0.0,1.0,0.11,0.01,4.0
952295.8621761666,0.000231481,0.000231481,0.0022561823062921885,7.953201405146072e-05,0.8612449834160643,3.965736766850231,0.005,0.001,0.0,0.083333333,0.4979153570834969,0.1263874549801388,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.043441765570941065,0.08511809756571892,1.0,0.0010001364190782669,0.0039931867109600895,0.6040188891137694,0.4001416439307912,0.01,0.0,1.0,0.11,0.01,4.0
974830.2703133627,0.000231481,0.000231481,0.003078646325052633,9.405040250388292e-05,0.3883718235946584,2.0676425949585244,0.005,0.001,0.0,0.083333333,0.0008578619813309762,0.13341598933337806,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.0031898633398195547,0.08256276007873603,1.0,0.004609935362654035,0.004612984128576469,0.5354231918549628,0.5915011576689104,0.01,0.0,1.0,0.11,0.01,4.0
997837.8909833636,0.000231481,0.000231481,0.00450032096986076,5.419540646513202e-05,0.7908363319032725,1.1468916690029949,0.005,0.001,0.0,0.083333333,0.8491299962326972,0.805280683940433,0.006944444,0.010416667,0.0,0.041666667,0.8,0.041666667,0.05096556194790273,0.020743339364059955,1.0,0.007033103560156303,0.008154978170892845,0.5768476009197872,0.8697343649137623,0.01,0.0,1.0,0.11,0.01,4.0
