dateonunit_date,UnitName,Susceptible,Colonized,Infected,SusceptibleX,SusceptibleX_vanc,SusceptibleX_all,SusceptibleX_ppi,admission,discharge,coe_score,ltachsnf,loshrscalc,isolationorder4,female,age,inpatient_days_prior,inpatient_icu_days_prior,priorencounters365,HCW_contacts,practitioner_contacts,nursing_contacts,unknown_contacts,therapist_contacts,tech_contacts,other_contacts,hcwconnectionsnew,therapistconnsnew,practitionerconnsnew,nursingconnsnew,otherconnsnew,techconnsnew,unknownconnsnew,unknownconnsnew_vre365,techconnsnew_vre365,otherconnsnew_vre365,nursingconnsnew_vre365,therapistconnsnew_vre365,practitionerconnsnew_vre365,hcwconnectionsnew_vre365,N,transfer
8/11/1960,INTUnit1,10,8,2,4,1,4,14,3,3,1.0,0.050000000999999995,101.8499985,0.400000006,0.333333343,46.0,43.83124996,72.35277775,2.950000048,28.45,1.4,19.6,0.6,4.2,1.45,1.2,8.631578947000001,2.6842105259999998,0.36842105299999994,4.789473684,0.21052631600000002,0.42105263200000004,0.15789473699999998,0.0,0.10526315800000001,0.052631579000000005,0.578947368,0.7894736840000001,0.10526315800000001,1.631578947,20,1.0
8/12/1960,INTUnit1,11,8,2,8,5,8,14,4,4,2.25,0.047619049000000004,126.0749969,0.28571429800000003,0.5,52.75,22.72060181,2.80625,1.90476191,33.19047619,2.3809523809999997,23.904761899999997,0.6190476189999999,4.714285714,1.285714286,0.28571428600000004,10.75,3.25,0.6,6.05,0.0,0.55,0.3,0.0,0.05,0.0,1.3,0.6,0.3,2.25,21,1.0
8/13/1960,INTUnit1,14,7,1,12,9,12,14,5,4,2.0,0.045454547000000005,45.77083206,0.318181813,0.600000024,56.59999847,2.9499999789999998,2.115277771,1.6363636259999998,38.40909091,2.272727273,29.31818182,0.5,4.545454545,1.2727272729999999,0.5,11.0,2.6190476190000003,0.14285714300000002,7.428571429,0.095238095,0.7142857140000001,0.0,0.0,0.095238095,0.047619048,1.571428571,0.80952381,0.0,2.5238095240000002,22,1.0
8/14/1960,INTUnit1,13,10,1,10,7,10,14,6,3,1.0,0.083333336,102.6055603,0.25,0.5,62.66666794,40.60190967,6.600347187000001,1.666666627,36.20833333,2.208333333,26.83333333,0.333333333,4.875,1.8333333330000001,0.125,9.708333332999999,2.666666667,0.666666667,6.083333333,0.0,0.291666667,0.0,0.0,0.125,0.0,1.9583333330000001,0.958333333,0.333333333,3.375,24,-3.0
8/15/1960,INTUnit1,12,12,0,10,8,10,16,3,3,5.0,0.125,219.6333313,0.333333343,0.666666687,50.0,18.47916658,2.01527775,1.75,38.20833333,1.25,27.83333333,0.625,5.125,2.416666667,0.958333333,11.65217391,2.913043478,0.086956522,7.47826087,0.130434783,1.043478261,0.0,0.0,0.304347826,0.0,3.739130435,1.47826087,0.043478261,5.565217391,24,1.0
8/16/1960,INTUnit1,12,13,0,9,7,9,15,4,2,0.25,0.159999996,54.97499847,0.200000003,1.0,47.5,35.65868052,2.92777775,1.8400000330000001,36.16,1.04,26.28,0.32,5.0,2.96,0.56,12.04166667,3.041666667,0.125,7.083333333,0.041666667000000004,1.75,0.0,0.0,0.958333333,0.0,4.125,1.625,0.083333333,6.791666667,25,-3.0
8/17/1960,INTUnit1,11,13,0,8,7,8,15,1,2,10.0,0.166666672,73.53333282,0.208333328,1.0,27.0,35.38194433,,2.0833332540000002,36.375,0.791666667,27.25,0.333333333,4.458333333,2.291666667,1.25,13.04545455,3.0,0.181818182,8.5,0.22727272699999998,1.136363636,0.0,0.0,0.13636363599999998,0.22727272699999998,4.545454545,1.2272727270000001,0.090909091,6.227272727000001,24,5.0
8/18/1960,INTUnit1,15,13,0,11,8,11,15,5,8,1.7999999519999998,0.10714285800000001,95.69374847,0.21428571600000001,0.600000024,57.40000153,33.83888883,8.87777775,2.357142925,32.96428571,1.428571429,24.14285714,0.35714285700000004,3.607142857,2.464285714,0.9642857140000001,11.20833333,2.666666667,0.291666667,6.666666667,0.083333333,1.4583333330000001,0.041666667000000004,0.041666667000000004,0.541666667,0.083333333,2.625,1.5833333330000001,0.208333333,5.083333333,28,0.0
8/19/1960,INTUnit1,13,12,0,6,5,6,10,5,5,0.600000024,0.079999998,76.21333313,0.159999996,0.200000003,50.79999924,4.791898111,0.955555542,2.279999971,30.92,2.76,22.56,0.36,2.44,2.72,0.08,9.5,1.625,0.625,5.5,0.0,1.6666666669999999,0.083333333,0.0,0.875,0.0,1.6666666669999999,1.041666667,0.25,3.833333333,25,0.0
8/20/1960,INTUnit1,13,12,0,8,6,8,11,5,8,1.200000048,0.039999999,99.45000458,0.119999997,0.400000006,73.40000153,6.652083308,2.0114583130000003,2.480000019,34.36,1.84,24.8,0.6,3.28,3.72,0.12,9.88,2.2,0.48,5.2,0.04,1.88,0.08,0.08,0.96,0.0,2.52,0.92,0.2,4.68,25,0.0
