dateonunit_date,UnitName,Susceptible,Colonized,Infected,SusceptibleX,SusceptibleX_vanc,SusceptibleX_all,SusceptibleX_ppi,admission,discharge,coe_score,ltachsnf,loshrscalc,isolationorder4,female,age,inpatient_days_prior,inpatient_icu_days_prior,priorencounters365,HCW_contacts,practitioner_contacts,nursing_contacts,unknown_contacts,therapist_contacts,tech_contacts,other_contacts,hcwconnectionsnew,therapistconnsnew,practitionerconnsnew,nursingconnsnew,otherconnsnew,techconnsnew,unknownconnsnew,unknownconnsnew_vre365,techconnsnew_vre365,otherconnsnew_vre365,nursingconnsnew_vre365,therapistconnsnew_vre365,practitionerconnsnew_vre365,hcwconnectionsnew_vre365,N,transfer
8/21/1961,INTUnit5,12,0,0,9,4,9,5,5,1,0.200000003,0.0,29.20000076,0.166666672,0.600000024,42.40000153,14.63055554,,5.5,32.25,1.6666666669999999,22.33333333,0.5,3.0,2.416666667,2.333333333,9.75,2.0,0.0,7.083333333,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,-5.0
8/22/1961,INTUnit5,11,0,0,9,4,9,7,1,4,0.0,0.0,39.40833282,0.181818187,0.0,59.0,,,0.8181818129999999,33.18181818,2.1818181819999998,21.81818182,0.363636364,3.6363636360000005,2.727272727,2.454545455,10.09090909,1.727272727,0.272727273,6.909090909,0.090909091,1.0909090909999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0
8/23/1961,INTUnit5,9,1,0,8,7,8,7,2,1,4.0,0.200000003,37.06666565,0.200000003,1.0,62.0,20.44479158,7.659722167000001,1.7999999519999998,38.7,5.1,24.0,0.3,4.5,4.0,0.8,10.0,3.666666667,1.888888889,3.333333333,0.222222222,0.8888888890000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,-2.0
8/24/1961,INTUnit5,8,1,0,8,7,8,6,0,0,,0.222222224,,0.222222224,,,,,1.888888836,41.44444444,4.444444444,27.22222222,0.111111111,6.0,3.0,0.666666667,11.22222222,4.777777778,1.4444444440000002,3.777777778,0.111111111,1.111111111,0.0,0.0,0.0,0.0,0.222222222,1.0,0.0,1.222222222,9,0.0
8/25/1961,INTUnit5,8,1,0,8,7,8,6,0,1,,0.222222224,42.18333435,0.222222224,,,,,1.888888836,39.77777778,2.0,31.66666667,0.111111111,3.888888889,2.111111111,0.0,11.66666667,3.111111111,0.666666667,6.8888888889999995,0.0,1.0,0.0,0.0,0.0,0.0,0.111111111,0.5555555560000001,0.0,0.666666667,9,1.0
8/26/1961,INTUnit5,8,1,0,8,6,8,6,1,0,0.0,0.111111112,,0.222222224,0.0,52.0,,,1.0,41.55555556,3.666666667,28.55555556,0.111111111,4.8888888889999995,3.111111111,1.222222222,11.66666667,3.666666667,1.7777777780000001,5.1111111110000005,0.0,1.111111111,0.0,0.0,0.0,0.0,0.111111111,0.7777777779999999,0.0,0.8888888890000001,9,-1.0
8/27/1961,INTUnit5,8,1,0,8,6,8,6,0,1,,0.111111112,22.33333397,0.222222224,,,,,1.0,46.66666667,5.333333333,30.0,0.111111111,5.8888888889999995,4.0,1.333333333,10.33333333,4.555555556,1.222222222,3.0,0.5555555560000001,1.0,0.0,0.0,0.0,0.0,0.0,1.111111111,0.0,1.111111111,9,2.0
8/28/1961,INTUnit5,9,1,0,9,7,9,7,2,0,1.0,0.10000000099999999,,0.200000003,0.0,38.0,5.214583333,,2.200000048,38.7,3.2,25.0,0.2,6.0,2.5,1.8,10.8,4.1,1.4,3.9,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,10,2.0
8/29/1961,INTUnit5,13,1,0,11,8,11,9,4,3,0.0,0.071428575,366.43334960000004,0.21428571600000001,0.5,56.75,0.792361083,,2.5,37.57142857,1.928571429,26.78571429,0.35714285700000004,4.285714286,2.928571429,1.285714286,9.230769231,2.692307692,0.0,5.0,0.0,1.4615384619999998,0.076923077,0.0,0.0,0.0,0.0,0.615384615,0.0,0.615384615,14,-2.0
8/30/1961,INTUnit5,12,1,0,9,7,9,8,2,4,1.5,0.07692308,23.45833206,0.15384616,0.5,56.5,0.825,,2.384615421,35.46153846,2.692307692,25.07692308,0.076923077,4.0,2.230769231,1.384615385,9.230769231,1.846153846,0.7692307690000001,5.846153846,0.0,0.7692307690000001,0.0,0.0,0.0,0.0,0.0,0.23076923100000002,0.0,0.23076923100000002,13,0.0
8/31/1961,INTUnit5,9,2,0,7,6,7,9,2,3,0.0,0.09090909400000001,154.1888885,0.181818187,0.0,82.5,,,1.7272727490000002,36.18181818,0.727272727,28.18181818,0.090909091,3.6363636360000005,2.545454545,1.0,7.727272727000001,1.8181818180000002,0.0,5.0,0.090909091,0.818181818,0.0,0.0,0.0,0.0,0.0,0.363636364,0.0,0.363636364,11,-2.0
9/1/1961,INTUnit5,6,2,0,5,5,5,6,0,2,,0.125,186.3416595,0.25,,,,,1.125,36.125,0.25,26.875,0.0,4.25,4.5,0.25,10.625,3.375,0.0,5.375,0.0,1.875,0.0,0.0,0.125,0.0,1.0,1.0,0.0,2.125,8,0.0
9/2/1961,INTUnit5,5,1,0,4,4,4,5,0,1,,0.166666672,45.21666718,0.333333343,,,,,1.5,38.83333333,0.0,30.66666667,0.0,4.833333333,3.333333333,0.0,7.666666667,3.833333333,0.0,3.166666667,0.0,0.666666667,0.0,0.0,0.0,0.0,0.333333333,1.5,0.0,1.8333333330000001,6,5.0
9/3/1961,INTUnit5,9,1,0,8,4,8,5,4,4,0.5,0.10000000099999999,369.53750610000003,0.400000006,0.25,52.5,5.097916583,,1.600000024,34.6,3.1,24.7,0.4,3.8,2.2,0.4,5.9,2.0,0.3,3.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,10,-1.0
9/4/1961,INTUnit5,8,1,0,6,3,6,5,3,2,0.0,0.111111112,22.36666679,0.333333343,0.666666687,59.33333206,0.988194417,,2.6666667459999998,39.44444444,5.222222222,26.11111111,0.0,3.111111111,3.5555555560000003,1.4444444440000002,5.777777778,1.222222222,1.333333333,2.666666667,0.0,0.5555555560000001,0.0,0.0,0.0,0.0,0.0,0.222222222,0.0,0.222222222,9,3.0
9/5/1961,INTUnit5,12,1,0,7,4,7,7,6,2,1.3333333729999999,0.07692308,22.85000038,0.15384616,0.166666672,54.66666794,22.10624996,1.078472208,2.692307711,36.92307692,2.307692308,24.61538462,0.076923077,4.384615385,3.8461538460000004,1.692307692,7.615384615,2.461538462,0.0,4.615384615,0.076923077,0.46153846200000004,0.0,0.0,0.0,0.0,0.0,0.307692308,0.0,0.307692308,13,-2.0
9/6/1961,INTUnit5,14,1,0,9,6,9,7,4,6,1.5,0.13333334,81.33055878,0.13333334,0.75,58.25,3.7625,,2.599999905,32.26666667,1.8,23.0,0.333333333,3.266666667,3.2,0.666666667,6.1333333329999995,1.333333333,0.133333333,4.266666667,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,15,-3.0
9/7/1961,INTUnit5,9,1,0,6,4,6,4,1,2,0.0,0.200000003,25.52500153,0.10000000099999999,0.0,67.0,1.111805542,,2.700000048,34.1,6.5,20.8,0.2,3.9,2.0,0.7,8.222222222000001,2.111111111,0.8888888890000001,4.555555556,0.0,0.666666667,0.0,0.0,0.222222222,0.0,0.5555555560000001,0.666666667,0.0,1.4444444440000002,10,2.0
9/8/1961,INTUnit5,10,1,0,7,4,7,3,3,4,4.0,0.272727281,34.54999924,0.181818187,0.333333343,46.33333206,77.56249979,4.3368055,3.4545454980000003,34.72727273,1.727272727,25.36363636,0.272727273,4.3636363639999995,2.8181818180000002,0.181818182,12.5,2.0,0.4,9.4,0.1,0.6,0.0,0.0,0.0,0.0,1.3,0.3,0.0,1.6,11,0.0
9/9/1961,INTUnit5,9,1,0,8,4,8,5,4,2,0.75,0.300000012,47.41666412,0.200000003,0.75,60.5,7.598611062000001,6.8222221670000005,3.5,37.4,4.1,23.1,0.1,5.0,3.4,1.7,8.333333332999999,3.777777778,0.111111111,3.5555555560000003,0.0,0.8888888890000001,0.0,0.0,0.222222222,0.0,0.666666667,0.444444444,0.0,1.333333333,10,-2.0
9/10/1961,INTUnit5,9,1,0,8,4,8,6,2,1,0.0,0.10000000099999999,41.28333282,0.10000000099999999,1.0,48.0,,,1.899999976,38.2,4.1,22.9,0.6,5.1,3.1,2.4,8.5,4.6,0.6,2.6,0.2,0.5,0.0,0.0,0.2,0.0,1.1,1.3,0.0,2.6,10,0.0
9/11/1961,INTUnit5,10,1,0,9,5,9,6,2,3,0.0,0.09090909400000001,26.26111031,0.09090909400000001,0.5,69.0,6.948611082999999,,2.181818247,38.81818182,1.2727272729999999,27.09090909,0.0,5.6363636360000005,3.727272727,1.0909090909999999,12.45454545,5.272727273,0.0,5.909090909,0.090909091,1.181818182,0.0,0.0,0.272727273,0.090909091,0.818181818,0.727272727,0.0,1.9090909090000001,11,-1.0
9/12/1961,INTUnit5,7,1,1,5,4,5,5,1,2,0.0,0.111111112,37.59999847,0.111111112,0.0,30.0,,,1.666666627,40.0,2.444444444,26.88888889,0.111111111,6.333333333,3.111111111,1.111111111,9.111111111,4.555555556,0.0,3.888888889,0.0,0.666666667,0.0,0.0,0.0,0.0,0.8888888890000001,0.0,0.0,0.8888888890000001,9,0.0
9/13/1961,INTUnit5,6,1,1,5,5,5,5,1,1,0.0,0.125,14.11666679,0.25,0.0,65.0,,,1.375,33.25,3.125,20.875,0.5,4.75,3.0,1.0,6.875,3.125,0.125,2.75,0.0,0.875,0.0,0.0,0.125,0.0,1.0,1.0,0.0,2.125,8,1.0
9/14/1961,INTUnit5,7,1,1,6,6,6,4,2,1,0.0,0.111111112,25.66666603,0.222222224,0.0,64.0,,,1.7777777909999999,33.0,4.666666667,19.77777778,0.111111111,4.555555556,2.555555556,1.333333333,9.444444444,2.444444444,0.8888888890000001,5.1111111110000005,0.333333333,0.666666667,0.0,0.0,0.222222222,0.111111111,1.111111111,0.7777777779999999,0.0,2.222222222,9,-2.0
9/15/1961,INTUnit5,6,1,1,5,5,5,4,0,4,,0.125,89.59583282,0.25,,,,,2.0,34.375,3.0,24.625,0.0,4.75,2.0,0.0,10.625,3.375,1.125,5.375,0.0,0.75,0.0,0.0,0.125,0.0,0.625,1.25,0.0,2.0,8,0.0
9/16/1961,INTUnit5,2,1,1,2,2,2,1,0,0,,0.25,,0.5,,,,,2.0,39.0,3.75,28.25,0.0,4.75,2.0,0.25,3.333333333,3.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,1.6666666669999999,0.0,1.6666666669999999,4,3.0
9/17/1961,INTUnit5,5,1,1,3,2,3,2,3,0,0.0,0.14285714900000002,,0.28571429800000003,1.0,59.0,4.320138875,5.972222208,2.571428537,37.14285714,4.0,22.28571429,0.571428571,5.285714286,4.428571429,0.571428571,10.0,4.0,0.571428571,4.285714286,0.428571429,0.7142857140000001,0.0,0.0,0.428571429,0.28571428600000004,0.571428571,1.285714286,0.0,2.5714285709999998,7,1.0
9/18/1961,INTUnit5,8,2,1,6,3,6,2,3,3,0.666666687,0.09090909400000001,24.63333321,0.181818187,0.666666687,59.0,,,2.272727251,35.81818182,3.454545455,23.81818182,0.181818182,3.1818181819999998,3.8181818180000002,1.363636364,9.454545455,1.545454545,0.454545455,6.727272727000001,0.0,0.727272727,0.0,0.0,0.090909091,0.0,2.0,0.545454545,0.181818182,2.8181818180000002,11,-2.0
9/19/1961,INTUnit5,7,1,1,7,3,7,3,1,2,0.0,0.111111112,25.34166718,0.222222224,1.0,65.0,1.0743055000000001,,2.3333332540000002,33.77777778,3.111111111,22.33333333,0.0,4.333333333,3.111111111,0.8888888890000001,15.0,2.75,1.625,9.5,0.0,1.125,0.0,0.0,0.25,0.0,1.625,0.875,0.625,3.375,9,1.0
9/20/1961,INTUnit5,6,3,0,6,3,6,3,2,1,0.0,0.111111112,28.71666718,0.222222224,1.0,64.5,12.50902775,0.90625,2.3333332540000002,32.0,0.111111111,24.77777778,0.0,3.5555555560000003,3.4444444439999997,0.111111111,12.625,1.5,0.0,9.5,0.0,1.625,0.0,0.0,0.375,0.0,1.5,0.5,0.0,2.375,9,1.0
9/21/1961,INTUnit5,8,3,0,8,5,8,3,3,2,0.0,0.09090909400000001,77.8666687,0.181818187,0.666666687,60.33333206,4.131944417,,4.272727488999999,35.09090909,4.454545455,20.45454545,0.272727273,4.818181818,3.545454545,1.545454545,7.727272727000001,2.090909091,0.272727273,3.3636363639999995,0.363636364,1.636363636,0.0,0.0,0.363636364,0.090909091,1.181818182,1.0,0.090909091,2.727272727,11,-2.0
9/22/1961,INTUnit5,7,3,0,7,6,7,3,1,2,0.0,0.10000000099999999,23.39166641,0.200000003,1.0,52.0,1.6958333330000002,,4.8000001910000005,32.7,0.0,24.2,0.1,2.4,6.0,0.0,13.22222222,1.6666666669999999,0.0,8.777777777999999,0.0,2.777777778,0.0,0.0,1.111111111,0.0,3.333333333,0.222222222,0.0,4.666666667,10,0.0
9/23/1961,INTUnit5,6,3,0,6,6,6,2,1,3,0.0,0.111111112,147.9055634,0.222222224,1.0,83.0,,,2.5555555819999998,28.33333333,0.222222222,22.0,0.0,2.444444444,3.5555555560000003,0.111111111,8.888888889,2.555555556,0.0,5.444444444,0.0,0.8888888890000001,0.0,0.0,0.5555555560000001,0.0,1.222222222,0.5555555560000001,0.0,2.333333333,9,1.0
9/24/1961,INTUnit5,7,1,0,7,5,7,4,2,1,0.0,0.125,74.18333435,0.25,1.0,52.5,,,2.375,32.375,2.0,20.375,0.125,5.25,3.5,1.125,10.0,2.75,0.125,5.5,0.0,1.625,0.0,0.0,0.375,0.0,0.625,0.75,0.0,1.75,8,3.0
9/25/1961,INTUnit5,9,3,0,8,5,8,5,5,4,1.399999976,0.083333336,221.16249080000003,0.166666672,0.400000006,50.59999847,12.31284719,1.82152775,2.0,30.5,3.333333333,18.58333333,0.166666667,3.75,3.75,0.916666667,5.272727273,0.9090909090000001,1.0,2.727272727,0.0,0.636363636,0.0,0.0,0.090909091,0.0,0.636363636,0.363636364,0.090909091,1.181818182,12,1.0
9/26/1961,INTUnit5,12,2,0,7,5,7,3,6,3,0.0,0.14285714900000002,306.8111267,0.071428575,0.5,59.83333206,9.153472208,1.370138875,2.071428537,31.42857143,4.0,18.21428571,0.14285714300000002,4.285714286,2.642857143,2.142857143,7.642857143,2.214285714,0.7142857140000001,3.928571429,0.0,0.7857142859999999,0.0,0.0,0.35714285700000004,0.0,0.571428571,0.428571429,0.14285714300000002,1.5,14,-3.0
9/27/1961,INTUnit5,12,2,0,7,4,7,2,3,7,2.3333332540000002,0.071428575,27.68333244,0.071428575,0.333333343,56.66666794,77.98576373,11.84687494,2.571428537,30.35714286,4.1428571430000005,20.42857143,0.14285714300000002,2.142857143,2.214285714,1.285714286,7.928571429,0.35714285700000004,1.714285714,5.714285714,0.0,0.14285714300000002,0.0,0.0,0.071428571,0.0,0.28571428600000004,0.14285714300000002,0.5,1.0,14,1.0
9/28/1961,INTUnit5,10,1,0,7,4,7,4,4,4,0.25,0.0,28.47500038,0.181818187,0.0,59.25,1.25277775,,3.0,39.09090909,3.3636363639999995,26.45454545,0.272727273,3.0,3.727272727,2.272727273,10.9,1.7,0.7,7.7,0.1,0.7,0.0,0.0,0.0,0.1,0.6,0.3,0.0,1.0,11,-2.0
9/29/1961,INTUnit5,7,1,1,5,4,5,5,1,2,0.0,0.111111112,17.45833397,0.222222224,0.0,59.0,55.90277767,12.13819438,3.4444444180000002,41.22222222,2.666666667,31.44444444,0.111111111,3.222222222,3.666666667,0.111111111,11.55555556,1.5555555559999998,0.0,8.777777777999999,0.0,1.222222222,0.0,0.0,0.222222222,0.0,2.444444444,0.111111111,0.0,2.777777778,9,0.0
9/30/1961,INTUnit5,6,1,1,5,3,5,3,1,1,7.0,0.125,38.28333282,0.25,0.0,68.0,6.027083292,,3.375,37.75,1.875,27.75,0.125,3.625,4.375,0.0,10.375,2.25,0.5,5.875,0.0,1.75,0.0,0.0,0.25,0.0,0.25,0.375,0.25,1.125,8,1.0
10/1/1961,INTUnit5,7,1,1,6,3,6,3,2,1,0.0,0.111111112,60.51666641,0.222222224,1.0,68.0,,,3.4444444180000002,34.55555556,2.777777778,24.11111111,0.444444444,3.666666667,2.777777778,0.7777777779999999,7.222222222,2.222222222,0.333333333,3.666666667,0.0,1.0,0.0,0.0,0.444444444,0.0,0.5555555560000001,0.5555555560000001,0.222222222,1.7777777780000001,9,1.0
10/2/1961,INTUnit5,9,1,1,7,3,7,5,3,3,0.0,0.09090909400000001,31.53333282,0.181818187,0.333333343,67.33333588,0.512152771,,3.090909004,33.63636364,2.545454545,23.0,0.272727273,2.363636364,3.272727273,2.1818181819999998,7.181818182000001,0.818181818,0.0,5.6363636360000005,0.272727273,0.454545455,0.0,0.0,0.090909091,0.0,0.9090909090000001,0.454545455,0.0,1.454545455,11,2.0
10/3/1961,INTUnit5,11,2,0,7,4,7,5,5,4,1.7999999519999998,0.15384616,56.70416641,0.230769232,0.400000006,56.0,19.74166662,9.865972207999999,3.2307691569999997,35.15384615,3.384615385,21.53846154,0.307692308,3.692307692,5.307692308,0.923076923,9.923076923,1.4615384619999998,0.923076923,5.615384615,0.076923077,1.846153846,0.0,0.0,0.23076923100000002,0.0,0.846153846,0.384615385,0.0,1.4615384619999998,13,-3.0
10/4/1961,INTUnit5,10,1,0,6,3,6,4,2,3,0.0,0.181818187,24.5,0.181818187,0.5,75.0,1.7083333330000001,1.7083333330000001,5.636363506,32.90909091,3.6363636360000005,22.90909091,0.181818182,3.0909090910000003,2.727272727,0.363636364,12.45454545,1.545454545,0.727272727,8.818181818,0.0,1.363636364,0.0,0.0,0.181818182,0.0,1.2727272729999999,0.454545455,0.0,1.9090909090000001,11,2.0
10/5/1961,INTUnit5,11,1,0,8,3,8,4,3,4,0.0,0.083333336,105.07917020000001,0.166666672,0.333333343,43.0,12.79999992,1.3430555419999999,4.8333334919999995,33.0,2.75,22.08333333,0.166666667,3.5,3.666666667,0.833333333,7.916666667,1.5833333330000001,0.75,4.333333333,0.166666667,1.083333333,0.0,0.0,0.0,0.0,0.666666667,0.41666666700000005,0.25,1.333333333,12,0.0
10/6/1961,INTUnit5,10,1,0,8,3,8,4,3,4,1.666666627,0.09090909400000001,67.5083313,0.181818187,0.666666687,51.33333206,8.4993055,0.629861083,8.272727012999999,37.09090909,2.545454545,27.36363636,0.727272727,2.9090909089999997,2.454545455,1.0909090909999999,6.909090909,2.363636364,0.363636364,3.9090909089999997,0.0,0.272727273,0.0,0.0,0.090909091,0.0,0.363636364,0.090909091,0.090909091,0.636363636,11,-2.0
10/7/1961,INTUnit5,7,1,0,6,2,6,2,1,1,0.0,0.125,21.36666679,0.25,0.0,78.0,1.7083333330000001,1.7083333330000001,10.5,35.125,2.625,26.0,0.25,4.0,2.25,0.0,9.125,4.25,0.625,3.625,0.0,0.625,0.0,0.0,0.25,0.0,0.75,0.625,0.125,1.75,8,0.0
10/8/1961,INTUnit5,6,2,0,5,2,5,1,1,0,5.0,0.125,,0.25,0.0,33.0,227.002083,16.15833321,10.625,40.5,4.0,27.375,0.25,4.875,3.625,0.375,11.625,3.75,0.625,6.625,0.0,0.625,0.0,0.0,0.125,0.0,1.25,0.75,0.375,2.5,8,0.0
10/9/1961,INTUnit5,7,2,0,6,3,6,3,1,2,0.0,0.111111112,57.133331299999995,0.222222224,0.0,44.0,13.15694433,2.997916625,10.22222233,38.88888889,4.333333333,27.66666667,0.333333333,3.0,2.555555556,1.0,11.0,2.5,0.875,7.125,0.0,0.5,0.0,0.0,0.0,0.0,0.625,0.625,0.5,1.75,9,4.0
10/10/1961,INTUnit5,10,2,0,7,5,7,6,5,1,0.800000012,0.083333336,18.48333359,0.166666672,0.400000006,58.59999847,28.69722217,3.634722208,4.75,36.83333333,4.75,23.33333333,0.166666667,4.333333333,2.166666667,2.083333333,9.272727273,3.272727273,1.454545455,4.0,0.0,0.545454545,0.0,0.0,0.272727273,0.0,0.363636364,1.2727272729999999,0.454545455,2.363636364,12,-3.0
10/11/1961,INTUnit5,10,3,0,7,6,7,7,2,4,0.0,0.07692308,22.88333321,0.230769232,1.0,71.0,,,3.9230768680000003,32.23076923,2.384615385,21.69230769,0.23076923100000002,3.307692308,4.076923077,0.538461538,9.545454545,3.1818181819999998,1.0,3.8181818180000002,0.0,1.545454545,0.0,0.0,0.363636364,0.0,0.181818182,0.818181818,0.0,1.363636364,13,0.0
10/12/1961,INTUnit5,8,3,0,8,5,8,5,2,2,0.5,0.09090909400000001,17.20000076,0.181818187,1.0,54.0,,,4.545454502,33.81818182,1.545454545,23.81818182,0.272727273,4.272727273,3.545454545,0.363636364,11.3,3.5,0.0,6.4,0.1,1.3,0.0,0.0,0.2,0.0,0.9,0.5,0.0,1.6,11,-1.0
10/13/1961,INTUnit5,7,3,0,6,5,6,5,1,2,0.0,0.10000000099999999,98.40000153,0.200000003,0.0,78.0,1.7083333330000001,1.7083333330000001,8.600000381000001,30.5,1.0,24.0,0.0,2.4,3.1,0.0,8.777777777999999,1.111111111,0.0,6.444444444,0.0,1.222222222,0.0,0.0,0.444444444,0.0,1.7777777780000001,0.111111111,0.0,2.333333333,10,0.0
10/14/1961,INTUnit5,7,2,0,6,5,6,3,1,1,0.0,0.0,29.63333321,0.333333343,0.0,32.0,,,6.222222327999999,37.77777778,1.4444444440000002,27.77777778,0.222222222,4.777777778,3.5555555560000003,0.0,15.71428571,4.428571429,0.0,8.285714286000001,0.0,3.0,0.0,0.0,0.571428571,0.0,2.142857143,1.571428571,0.0,4.285714286,9,-1.0
10/15/1961,INTUnit5,6,2,0,6,5,6,5,0,1,,0.0,14.78333378,0.375,,,,,2.125,38.75,0.5,29.25,0.0,4.5,4.5,0.0,11.42857143,3.714285714,0.0,6.714285714,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7142857140000001,0.0,1.714285714,8,1.0
10/16/1961,INTUnit5,6,2,0,5,5,5,4,1,1,0.0,0.0,6.966666697999999,0.375,1.0,69.0,,,2.25,37.625,0.5,27.625,0.125,5.125,3.625,0.625,12.71428571,4.1428571430000005,0.0,7.428571429,0.0,1.142857143,0.0,0.0,0.428571429,0.0,0.28571428600000004,2.0,0.0,2.714285714,8,1.0
10/17/1961,INTUnit5,7,2,0,6,5,6,4,2,1,0.5,0.0,297.0333252,0.333333343,0.0,65.0,0.267361083,,3.222222328,39.33333333,3.333333333,27.22222222,0.222222222,4.444444444,2.666666667,1.4444444440000002,10.25,2.875,0.0,6.25,0.125,1.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,2.25,9,-1.0
10/18/1961,INTUnit5,7,2,0,5,4,5,4,1,1,1.0,0.0,17.33333397,0.333333343,0.0,58.0,,,3.0,32.77777778,1.222222222,25.55555556,0.0,2.777777778,2.777777778,0.444444444,5.375,1.25,0.375,2.625,0.0,1.125,0.0,0.0,0.125,0.0,0.625,0.375,0.0,1.125,9,2.0
10/19/1961,INTUnit5,8,3,0,6,4,6,3,3,2,0.0,0.0,122.2833328,0.272727281,0.333333343,70.66666412,4.753124979,1.5666666669999998,3.818181753,31.0,1.0,21.36363636,0.363636364,2.545454545,3.6363636360000005,2.090909091,6.7,1.6,0.0,3.5,0.0,1.6,0.0,0.0,0.1,0.0,0.3,0.3,0.0,0.7,11,-3.0
