dateonunit_date,UnitName,Susceptible,SusceptibleX,Colonized,Infected,admission,discharge,transfer_in,transfer_out
4/21/1962,INTUnit2,2,16,6,2,1,1,0,2
4/22/1962,INTUnit2,2,16,4,2,0,4,3,0
4/23/1962,INTUnit2,3,12,6,2,3,7,0,1
4/24/1962,INTUnit2,2,11,4,1,0,5,5,0
4/25/1962,INTUnit2,3,11,3,1,1,4,1,0
4/26/1962,INTUnit2,1,12,3,0,0,2,5,0
4/27/1962,INTUnit2,1,15,3,0,0,1,3,0
4/28/1962,INTUnit2,2,14,5,0,2,3,2,0
4/29/1962,INTUnit2,2,13,7,0,2,2,0,0
4/30/1962,INTUnit2,4,11,7,0,1,3,4,0
5/1/1962,INTUnit2,4,13,7,0,3,1,0,0
5/2/1962,INTUnit2,6,13,7,0,2,6,1,0
5/3/1962,INTUnit2,5,13,5,0,4,5,0,1
5/4/1962,INTUnit2,5,12,4,0,0,2,4,0
5/5/1962,INTUnit2,4,15,4,0,2,3,2,0
5/6/1962,INTUnit2,3,17,4,0,1,6,1,0
5/7/1962,INTUnit2,2,15,3,0,4,5,0,4
5/8/1962,INTUnit2,1,12,2,0,0,1,10,0
5/9/1962,INTUnit2,2,18,4,0,6,4,0,3
5/10/1962,INTUnit2,1,16,6,0,1,5,2,0
5/11/1962,INTUnit2,1,15,5,0,1,0,1,0
5/12/1962,INTUnit2,1,17,5,0,0,1,3,0
5/13/1962,INTUnit2,2,16,7,0,3,5,0,1
5/14/1962,INTUnit2,2,13,7,0,0,3,7,0
5/15/1962,INTUnit2,4,16,6,0,2,5,0,1
5/16/1962,INTUnit2,2,14,6,0,1,3,5,0
5/17/1962,INTUnit2,0,15,10,0,2,4,2,0
5/18/1962,INTUnit2,0,17,8,0,1,2,1,0
5/19/1962,INTUnit2,1,18,6,0,1,3,4,0
5/20/1962,INTUnit2,3,17,7,0,4,7,1,0
5/21/1962,INTUnit2,2,14,9,0,4,5,0,2
5/22/1962,INTUnit2,4,11,7,0,1,4,3,0
5/23/1962,INTUnit2,4,11,7,0,1,4,3,0
5/24/1962,INTUnit2,2,12,8,0,2,7,2,0
5/25/1962,INTUnit2,1,11,7,0,1,1,2,0
5/26/1962,INTUnit2,0,13,8,0,0,2,4,0
5/27/1962,INTUnit2,0,15,8,0,2,2,4,0
5/28/1962,INTUnit2,3,15,9,0,7,5,0,4
5/29/1962,INTUnit2,4,13,8,0,2,5,0,0
5/30/1962,INTUnit2,2,13,7,0,3,3,3,0
5/31/1962,INTUnit2,3,15,7,0,3,8,0,1
6/1/1962,INTUnit2,2,12,5,0,0,6,2,0
6/2/1962,INTUnit2,0,13,2,0,1,3,1,0
6/3/1962,INTUnit2,0,12,2,0,0,3,5,0
6/4/1962,INTUnit2,2,11,3,0,4,0,3,0
6/5/1962,INTUnit2,5,14,4,0,5,5,0,0
6/6/1962,INTUnit2,4,16,3,0,2,3,0,0
6/7/1962,INTUnit2,1,17,4,0,2,5,3,0
6/8/1962,INTUnit2,1,16,5,0,2,2,1,0
6/9/1962,INTUnit2,1,16,6,0,1,3,5,0
6/10/1962,INTUnit2,3,18,5,0,4,7,0,2
6/11/1962,INTUnit2,1,16,4,0,3,3,5,0
6/12/1962,INTUnit2,3,19,4,0,3,5,0,1
6/13/1962,INTUnit2,3,16,4,0,0,1,4,0
6/14/1962,INTUnit2,3,19,4,0,2,8,0,1
6/15/1962,INTUnit2,1,14,4,0,0,2,2,0
6/16/1962,INTUnit2,1,13,5,0,1,2,1,0
6/17/1962,INTUnit2,3,11,5,0,2,6,9,0
6/18/1962,INTUnit2,6,14,4,0,6,3,0,1
6/19/1962,INTUnit2,6,15,5,0,3,6,0,0
6/20/1962,INTUnit2,5,15,3,0,4,6,0,1
6/21/1962,INTUnit2,5,11,4,0,1,8,3,0
6/22/1962,INTUnit2,2,13,1,0,1,4,5,0
6/23/1962,INTUnit2,3,13,2,0,3,2,0,2
6/24/1962,INTUnit2,4,12,1,0,3,1,2,0
6/25/1962,INTUnit2,6,14,1,0,4,5,1,0
6/26/1962,INTUnit2,8,11,2,0,4,5,1,0
6/27/1962,INTUnit2,7,12,2,0,3,2,3,0
6/28/1962,INTUnit2,7,16,2,0,3,6,0,1
6/29/1962,INTUnit2,7,12,2,0,2,3,0,0
6/30/1962,INTUnit2,4,13,3,0,0,1,5,0
7/1/1962,INTUnit2,4,16,4,0,1,4,5,0
7/2/1962,INTUnit2,2,19,5,0,1,5,2,0
7/3/1962,INTUnit2,2,18,4,0,2,5,5,0
7/4/1962,INTUnit2,4,18,4,0,1,3,1,0
7/5/1962,INTUnit2,4,18,3,0,2,4,1,0
7/6/1962,INTUnit2,5,17,2,0,2,3,1,0
7/7/1962,INTUnit2,4,19,1,0,0,3,4,0
7/8/1962,INTUnit2,4,20,1,0,2,3,1,0
7/9/1962,INTUnit2,3,20,2,0,2,4,0,0
7/10/1962,INTUnit2,2,19,2,0,0,3,2,0
7/11/1962,INTUnit2,2,18,2,0,0,3,3,0
7/12/1962,INTUnit2,1,18,3,0,0,4,6,0
7/13/1962,INTUnit2,0,21,3,0,1,6,0,1
7/14/1962,INTUnit2,1,14,3,0,1,1,0,0
7/15/1962,INTUnit2,2,13,3,0,2,3,4,0
7/16/1962,INTUnit2,5,12,4,0,4,3,2,0
7/17/1962,INTUnit2,6,14,4,0,4,3,0,2
7/18/1962,INTUnit2,3,16,4,0,2,4,1,0
7/19/1962,INTUnit2,2,16,4,0,2,4,2,0
7/20/1962,INTUnit2,5,12,5,0,3,6,1,0
7/21/1962,INTUnit2,3,14,3,0,2,2,1,0
7/22/1962,INTUnit2,2,16,3,0,3,1,3,0
7/23/1962,INTUnit2,5,17,4,0,4,4,0,2
7/24/1962,INTUnit2,2,18,4,0,1,9,9,0
7/25/1962,INTUnit2,7,16,2,0,5,9,0,1
7/26/1962,INTUnit2,5,11,4,0,2,4,3,0
7/27/1962,INTUnit2,3,12,6,0,1,0,4,0
7/28/1962,INTUnit2,4,15,7,0,1,4,1,0
7/29/1962,INTUnit2,3,14,7,0,2,2,3,0
7/30/1962,INTUnit2,2,17,8,0,1,1,0,0
7/31/1962,INTUnit2,2,17,8,0,2,5,4,0
8/1/1962,INTUnit2,4,16,8,0,4,6,0,2
8/2/1962,INTUnit2,4,13,7,0,1,4,6,0
8/3/1962,INTUnit2,6,16,5,0,1,4,3,0
8/4/1962,INTUnit2,5,17,5,0,2,3,0,0
8/5/1962,INTUnit2,3,16,7,0,0,0,0,0
8/6/1962,INTUnit2,3,15,8,0,0,4,5,0
8/7/1962,INTUnit2,4,17,6,0,1,5,3,0
8/8/1962,INTUnit2,4,17,5,0,1,4,0,1
8/9/1962,INTUnit2,2,15,5,0,1,5,4,0
8/10/1962,INTUnit2,2,15,5,0,1,4,0,0
