,dateonunit_date,UnitName,Susceptible,SusceptibleX,Colonized,Infected,SusceptibleX,admission,discharge,transfer_in,transfer_out
119,12/8/1961,INTUnit3,5,14,0,1,14,3,4,0,0
120,12/9/1961,INTUnit3,7,11,0,1,11,3,2,5,0
121,12/10/1961,INTUnit3,6,17,1,1,17,8,6,0,0
122,12/11/1961,INTUnit3,6,19,2,0,19,7,6,0,0
123,12/12/1961,INTUnit3,7,19,2,0,19,7,7,0,1
124,12/13/1961,INTUnit3,6,19,2,0,19,6,7,0,0
125,12/14/1961,INTUnit3,6,18,2,0,18,6,9,0,4
126,12/15/1961,INTUnit3,6,11,2,0,11,2,6,1,0
127,12/16/1961,INTUnit3,6,9,1,0,9,3,2,5,0
128,12/17/1961,INTUnit3,9,12,1,0,12,8,2,0,1
129,12/18/1961,INTUnit3,9,16,2,0,16,7,7,0,2
130,12/19/1961,INTUnit3,10,14,1,0,14,5,10,2,0
131,12/20/1961,INTUnit3,9,12,1,0,12,6,3,1,0
132,12/21/1961,INTUnit3,10,15,1,0,15,7,7,0,6
133,12/22/1961,INTUnit3,9,10,1,0,10,1,4,1,0
134,12/23/1961,INTUnit3,9,8,1,0,8,2,3,6,0
135,12/24/1961,INTUnit3,11,11,1,0,11,8,3,0,2
136,12/25/1961,INTUnit3,10,15,1,0,15,6,8,4,0
137,12/26/1961,INTUnit3,8,19,1,0,19,10,6,0,3
138,12/27/1961,INTUnit3,10,18,1,0,18,7,9,0,0
139,12/28/1961,INTUnit3,9,17,1,0,17,7,6,0,4
140,12/29/1961,INTUnit3,8,15,1,0,15,3,6,0,1
141,12/30/1961,INTUnit3,6,13,1,0,13,2,2,6,0
142,12/31/1961,INTUnit3,5,20,1,0,20,8,6,0,1
143,1/1/1962,INTUnit3,3,23,1,0,23,7,9,2,0
144,1/2/1962,INTUnit3,9,16,2,0,16,9,8,0,4
145,1/3/1962,INTUnit3,9,13,2,0,13,4,5,0,3
146,1/4/1962,INTUnit3,6,12,2,0,12,2,3,1,0
147,1/5/1962,INTUnit3,6,12,2,0,12,3,5,1,0
148,1/6/1962,INTUnit3,7,10,2,0,10,4,5,6,0
149,1/7/1962,INTUnit3,7,16,1,0,16,10,5,1,0
150,1/8/1962,INTUnit3,8,21,1,0,21,11,8,0,2
151,1/9/1962,INTUnit3,7,23,1,0,23,9,9,0,0
152,1/10/1962,INTUnit3,6,24,1,0,24,9,9,0,0
153,1/11/1962,INTUnit3,7,23,1,0,23,9,10,0,6
154,1/12/1962,INTUnit3,6,17,1,0,17,3,6,1,0
155,1/13/1962,INTUnit3,8,13,1,0,13,4,3,3,0
156,1/14/1962,INTUnit3,9,16,1,0,16,8,5,1,0
157,1/15/1962,INTUnit3,10,20,0,0,20,9,8,0,1
158,1/16/1962,INTUnit3,9,21,0,0,21,8,10,0,2
159,1/17/1962,INTUnit3,6,20,0,0,20,6,6,0,0
160,1/18/1962,INTUnit3,8,18,0,0,18,6,5,0,6
161,1/19/1962,INTUnit3,7,14,0,0,14,0,8,1,0
162,1/20/1962,INTUnit3,3,11,0,0,11,1,3,11,0
163,1/21/1962,INTUnit3,4,19,0,0,19,12,4,0,2
164,1/22/1962,INTUnit3,5,24,0,0,24,10,11,0,1
165,1/23/1962,INTUnit3,8,19,0,0,19,9,8,0,3
166,1/24/1962,INTUnit3,7,18,0,0,18,6,9,4,0
167,1/25/1962,INTUnit3,6,19,1,0,19,10,8,0,8
168,1/26/1962,INTUnit3,4,15,1,0,15,2,8,2,0
169,1/27/1962,INTUnit3,3,12,1,0,12,4,5,6,0
170,1/28/1962,INTUnit3,3,17,1,0,17,10,4,2,0
171,1/29/1962,INTUnit3,6,21,2,0,21,12,10,0,3
172,1/30/1962,INTUnit3,8,19,1,0,19,9,8,0,6
173,1/31/1962,INTUnit3,5,17,1,0,17,4,4,5,0
174,2/1/1962,INTUnit3,5,22,1,0,22,9,5,0,7
175,2/2/1962,INTUnit3,5,19,1,0,19,2,13,2,0
176,2/3/1962,INTUnit3,3,12,1,0,12,2,5,0,0
177,2/4/1962,INTUnit3,2,10,1,0,10,2,1,1,0
178,2/5/1962,INTUnit3,2,12,1,0,12,3,2,10,0
179,2/6/1962,INTUnit3,3,22,1,0,22,13,7,0,7
180,2/7/1962,INTUnit3,4,19,2,0,19,6,8,0,0
181,2/8/1962,INTUnit3,6,15,2,0,15,6,6,0,1
182,2/9/1962,INTUnit3,7,13,2,0,13,5,6,0,1
183,2/10/1962,INTUnit3,6,13,1,0,13,4,3,2,0
184,2/11/1962,INTUnit3,10,12,1,0,12,6,6,4,0
185,2/12/1962,INTUnit3,11,16,0,0,16,9,5,0,1
186,2/13/1962,INTUnit3,8,22,0,0,22,8,10,0,0
187,2/14/1962,INTUnit3,8,20,0,0,20,8,7,0,0
188,2/15/1962,INTUnit3,11,18,0,0,18,8,11,0,4
189,2/16/1962,INTUnit3,8,14,0,0,14,4,6,0,0
190,2/17/1962,INTUnit3,8,12,0,0,12,4,4,4,0
191,2/18/1962,INTUnit3,7,17,0,0,17,8,4,0,1
192,2/19/1962,INTUnit3,6,21,0,0,21,7,8,1,0
193,2/20/1962,INTUnit3,4,23,0,0,23,8,5,0,4
194,2/21/1962,INTUnit3,5,21,0,0,21,4,5,4,0
195,2/22/1962,INTUnit3,5,24,0,0,24,8,7,0,6
196,2/23/1962,INTUnit3,3,21,0,0,21,2,4,1,0
197,2/24/1962,INTUnit3,3,20,0,0,20,3,7,3,0
198,2/25/1962,INTUnit3,5,16,1,0,16,6,4,4,0
199,2/26/1962,INTUnit3,6,21,1,0,21,9,6,0,3
200,2/27/1962,INTUnit3,8,19,1,0,19,7,8,1,0
201,2/28/1962,INTUnit3,8,18,2,0,18,8,8,0,0
202,3/1/1962,INTUnit3,4,21,3,0,21,7,8,0,2
203,3/2/1962,INTUnit3,4,18,3,0,18,4,5,0,1
204,3/3/1962,INTUnit3,5,14,4,0,14,3,6,6,0
205,3/4/1962,INTUnit3,6,16,4,0,16,8,4,0,2
206,3/5/1962,INTUnit3,6,18,4,0,18,6,7,3,0
207,3/6/1962,INTUnit3,4,23,3,0,23,9,7,0,6
208,3/7/1962,INTUnit3,4,21,1,0,21,3,8,5,0
209,3/8/1962,INTUnit3,6,19,1,0,19,8,5,0,4
210,3/9/1962,INTUnit3,9,15,1,0,15,4,7,0,1
211,3/10/1962,INTUnit3,10,10,1,0,10,3,2,2,0
212,3/11/1962,INTUnit3,8,15,1,0,15,5,3,0,0
213,3/12/1962,INTUnit3,6,19,1,0,19,5,11,0,0
214,3/13/1962,INTUnit3,5,14,1,0,14,5,4,1,0
215,3/14/1962,INTUnit3,6,15,1,0,15,6,7,4,0
216,3/15/1962,INTUnit3,5,19,1,0,19,9,5,0,7
217,3/16/1962,INTUnit3,6,15,1,0,15,2,10,1,0
218,3/17/1962,INTUnit3,4,10,1,0,10,3,1,2,0
219,3/18/1962,INTUnit3,4,14,1,0,14,5,1,4,0
220,3/19/1962,INTUnit3,7,19,1,0,19,9,4,0,2
221,3/20/1962,INTUnit3,7,22,1,0,22,7,9,0,0
222,3/21/1962,INTUnit3,4,22,2,0,22,7,6,1,0
223,3/22/1962,INTUnit3,4,24,2,0,24,8,10,0,7
224,3/23/1962,INTUnit3,4,17,0,0,17,1,5,0,0
225,3/24/1962,INTUnit3,3,14,0,0,14,2,5,7,0
226,3/25/1962,INTUnit3,3,18,0,0,18,7,1,2,0
227,3/26/1962,INTUnit3,7,22,0,0,22,9,8,0,1
228,3/27/1962,INTUnit3,6,22,1,0,22,9,9,0,1
229,3/28/1962,INTUnit3,5,22,1,0,22,8,7,1,0
230,3/29/1962,INTUnit3,7,22,1,0,22,8,8,0,5
231,3/30/1962,INTUnit3,3,21,1,0,21,3,6,0,0
232,3/31/1962,INTUnit3,4,16,2,0,16,4,5,7,0
233,4/1/1962,INTUnit3,3,22,2,1,22,11,5,0,3
234,4/2/1962,INTUnit3,6,23,2,0,23,8,13,0,1
235,4/3/1962,INTUnit3,7,16,2,0,16,8,7,0,2
236,4/4/1962,INTUnit3,8,14,2,0,14,5,8,2,0
237,4/5/1962,INTUnit3,6,15,2,0,15,7,4,0,4
238,4/6/1962,INTUnit3,4,16,2,0,16,3,9,1,0
239,4/7/1962,INTUnit3,1,16,0,0,16,5,3,3,0
240,4/8/1962,INTUnit3,4,18,0,0,18,9,4,3,0
241,4/9/1962,INTUnit3,7,23,0,0,23,11,7,0,1
242,4/10/1962,INTUnit3,8,24,1,0,24,10,10,0,1
243,4/11/1962,INTUnit3,10,21,1,0,21,9,10,3,0
244,4/12/1962,INTUnit3,8,26,0,0,26,12,9,0,10
245,4/13/1962,INTUnit3,5,22,0,0,22,2,10,0,2
246,4/14/1962,INTUnit3,3,14,0,0,14,0,3,10,0
247,4/15/1962,INTUnit3,3,21,0,0,21,10,2,0,6
248,4/16/1962,INTUnit3,3,22,1,0,22,4,6,3,0
249,4/17/1962,INTUnit3,4,22,1,0,22,7,4,0,3
250,4/18/1962,INTUnit3,3,23,1,0,23,4,6,1,0
251,4/19/1962,INTUnit3,3,22,1,0,22,5,5,0,5
252,4/20/1962,INTUnit3,2,18,1,0,18,1,3,4,0
253,4/21/1962,INTUnit3,2,20,1,0,20,4,4,4,0
254,4/22/1962,INTUnit3,4,22,1,0,22,8,7,0,1
255,4/23/1962,INTUnit3,7,19,1,0,19,8,9,1,0
256,4/24/1962,INTUnit3,9,15,3,0,15,9,7,0,7
257,4/25/1962,INTUnit3,3,16,3,0,16,2,9,3,0
258,4/26/1962,INTUnit3,3,13,2,0,13,4,2,0,0
259,4/27/1962,INTUnit3,3,15,2,0,15,4,2,0,1
260,4/28/1962,INTUnit3,5,13,3,0,13,3,4,7,0
261,4/29/1962,INTUnit3,3,21,3,0,21,10,7,0,1
262,4/30/1962,INTUnit3,2,25,2,0,25,8,9,0,2
263,5/1/1962,INTUnit3,2,22,2,0,22,6,4,0,4
264,5/2/1962,INTUnit3,2,20,2,0,20,2,8,10,0
265,5/3/1962,INTUnit3,8,19,1,0,19,12,5,0,9
266,5/4/1962,INTUnit3,10,15,1,0,15,3,9,2,0
267,5/5/1962,INTUnit3,7,14,1,0,14,5,3,2,0
268,5/6/1962,INTUnit3,8,17,1,0,17,7,5,2,0
269,5/7/1962,INTUnit3,7,22,1,0,22,9,8,1,0
270,5/8/1962,INTUnit3,7,24,1,0,24,10,10,0,7
271,5/9/1962,INTUnit3,5,19,1,0,19,3,4,6,0
272,5/10/1962,INTUnit3,5,23,2,0,23,9,8,0,6
273,5/11/1962,INTUnit3,5,18,2,0,18,3,5,0,0
274,5/12/1962,INTUnit3,6,15,2,0,15,3,1,7,0
275,5/13/1962,INTUnit3,7,23,2,0,23,10,7,0,0
276,5/14/1962,INTUnit3,4,29,2,0,29,10,12,0,1
277,5/15/1962,INTUnit3,5,25,2,0,25,9,7,0,3
278,5/16/1962,INTUnit3,5,24,2,0,24,6,9,6,0
279,5/17/1962,INTUnit3,5,27,2,0,27,11,13,0,7
280,5/18/1962,INTUnit3,5,18,2,0,18,4,7,0,3
281,5/19/1962,INTUnit3,3,13,2,1,13,2,5,9,0
282,5/20/1962,INTUnit3,2,20,2,1,20,10,3,0,1
283,5/21/1962,INTUnit3,2,27,2,0,27,9,10,0,0
284,5/22/1962,INTUnit3,4,24,2,0,24,9,9,0,5
285,5/23/1962,INTUnit3,4,19,2,0,19,4,8,1,0
286,5/24/1962,INTUnit3,3,17,2,0,17,5,6,0,3
287,5/25/1962,INTUnit3,5,11,2,0,11,2,5,1,0
288,5/26/1962,INTUnit3,5,9,2,0,9,3,2,5,0
289,5/27/1962,INTUnit3,4,16,2,0,16,9,3,0,1
290,5/28/1962,INTUnit3,4,20,3,0,20,8,11,1,0
291,5/29/1962,INTUnit3,4,18,3,0,18,9,4,0,3
292,5/30/1962,INTUnit3,4,21,2,0,21,6,7,5,0
293,5/31/1962,INTUnit3,5,25,1,0,25,11,11,0,7
294,6/1/1962,INTUnit3,6,16,2,0,16,4,8,1,0
295,6/2/1962,INTUnit3,7,12,2,0,12,5,5,5,0
296,6/3/1962,INTUnit3,6,19,1,0,19,11,3,0,2
297,6/4/1962,INTUnit3,9,22,1,0,22,9,12,0,1
298,6/5/1962,INTUnit3,8,19,0,1,19,8,12,1,0
299,6/6/1962,INTUnit3,8,16,0,1,16,9,9,0,2
300,6/7/1962,INTUnit3,7,15,0,1,15,6,6,0,5
301,6/8/1962,INTUnit3,5,13,0,0,13,1,6,5,0
302,6/9/1962,INTUnit3,7,11,0,0,11,6,4,3,0
303,6/10/1962,INTUnit3,7,16,0,0,16,9,6,0,0
304,6/11/1962,INTUnit3,5,21,0,0,21,9,9,0,0
305,6/12/1962,INTUnit3,5,21,0,0,21,9,7,1,0
306,6/13/1962,INTUnit3,7,22,0,0,22,10,10,0,2
307,6/14/1962,INTUnit3,6,21,0,0,21,8,10,0,4
308,6/15/1962,INTUnit3,5,16,0,0,16,4,5,1,0
309,6/16/1962,INTUnit3,9,12,0,0,12,5,4,6,0
310,6/17/1962,INTUnit3,12,16,0,0,16,11,6,0,2
311,6/18/1962,INTUnit3,8,23,0,0,23,10,10,0,3
312,6/19/1962,INTUnit3,6,21,1,0,21,7,7,0,1
313,6/20/1962,INTUnit3,8,18,1,0,18,6,8,2,0
314,6/21/1962,INTUnit3,12,14,1,0,14,8,6,0,7
315,6/22/1962,INTUnit3,10,11,1,0,11,1,7,1,0
316,6/23/1962,INTUnit3,6,10,1,0,10,2,4,5,0
317,6/24/1962,INTUnit3,5,13,2,0,13,7,3,5,0
318,6/25/1962,INTUnit3,8,18,3,0,18,12,9,0,2
319,6/26/1962,INTUnit3,10,19,1,0,19,10,8,0,4
320,6/27/1962,INTUnit3,9,18,1,0,18,6,9,0,0
321,6/28/1962,INTUnit3,5,19,1,0,19,6,7,0,1
322,6/29/1962,INTUnit3,7,15,1,0,15,5,5,0,2
323,6/30/1962,INTUnit3,9,12,0,0,12,3,6,5,0
324,7/1/1962,INTUnit3,9,14,0,0,14,8,6,5,0
325,7/2/1962,INTUnit3,7,23,0,0,23,11,12,0,0
326,7/3/1962,INTUnit3,6,23,0,0,23,9,9,0,0
327,7/4/1962,INTUnit3,4,25,0,0,25,9,8,0,1
328,7/5/1962,INTUnit3,3,26,0,0,26,8,11,0,5
329,7/6/1962,INTUnit3,1,20,0,0,20,3,9,0,1
330,7/7/1962,INTUnit3,1,12,1,0,12,2,7,0,0
331,7/8/1962,INTUnit3,2,6,1,0,6,2,2,8,0
332,7/9/1962,INTUnit3,7,10,0,0,10,11,3,1,0
333,7/10/1962,INTUnit3,9,17,0,0,17,11,8,0,4
334,7/11/1962,INTUnit3,3,22,0,0,22,7,7,1,0
335,7/12/1962,INTUnit3,4,22,0,0,22,8,9,0,7
336,7/13/1962,INTUnit3,3,15,0,0,15,1,6,4,0
337,7/14/1962,INTUnit3,6,11,0,0,11,5,6,3,0
338,7/15/1962,INTUnit3,6,13,0,0,13,8,3,0,0
339,7/16/1962,INTUnit3,6,18,0,0,18,8,8,2,0
340,7/17/1962,INTUnit3,7,19,0,0,19,10,8,0,2
341,7/18/1962,INTUnit3,4,21,1,0,21,8,7,0,3
342,7/19/1962,INTUnit3,4,19,1,0,19,5,8,0,4
343,7/20/1962,INTUnit3,2,14,1,0,14,1,9,0,0
344,7/21/1962,INTUnit3,2,6,1,0,6,1,2,9,0
345,7/22/1962,INTUnit3,7,9,1,0,9,10,1,1,0
346,7/23/1962,INTUnit3,6,19,2,0,19,11,8,0,1
347,7/24/1962,INTUnit3,4,23,2,0,23,10,10,0,4
348,7/25/1962,INTUnit3,5,18,2,0,18,6,9,2,0
349,7/26/1962,INTUnit3,5,16,3,0,16,8,5,0,7
350,7/27/1962,INTUnit3,3,14,3,0,14,1,5,2,0
351,7/28/1962,INTUnit3,5,12,1,0,12,3,2,8,0
352,7/29/1962,INTUnit3,11,15,1,0,15,11,7,0,0
353,7/30/1962,INTUnit3,10,20,1,0,20,11,9,0,5
354,7/31/1962,INTUnit3,5,22,1,0,22,6,7,0,0
355,8/1/1962,INTUnit3,6,20,1,0,20,6,5,3,0
356,8/2/1962,INTUnit3,5,25,1,0,25,9,10,0,6
357,8/3/1962,INTUnit3,4,19,1,0,19,3,8,2,0
358,8/4/1962,INTUnit3,3,17,1,0,17,4,5,0,0
359,8/5/1962,INTUnit3,3,16,1,0,16,4,5,9,0
360,8/6/1962,INTUnit3,10,17,1,0,17,13,6,0,6
361,8/7/1962,INTUnit3,11,17,1,0,17,7,10,0,0
362,8/8/1962,INTUnit3,6,19,1,0,19,7,10,3,0
363,8/9/1962,INTUnit3,5,21,0,0,21,10,8,0,5
364,8/10/1962,INTUnit3,6,17,0,0,17,5,9,0,0
